O*NET-SOC 2010 Code,O*NET-SOC 2010 Title,teleworkable,O*NET-SOC 2019 Code,O*NET-SOC 2019 Title,2018 SOC Code,2018 SOC Title,2010 Census Code
29-1123.00,Physical Therapists,0,29-1123.00,Physical Therapists,29-1123,Physical Therapists,3160
29-1124.00,Radiation Therapists,0,29-1124.00,Radiation Therapists,29-1124,Radiation Therapists,3200
29-1125.00,Recreational Therapists,0,29-1125.00,Recreational Therapists,29-1125,Recreational Therapists,3210
29-1125.01,Art Therapists,1,29-1129.01,Art Therapists,29-1129,"Therapists, All Other",3245
29-1125.02,Music Therapists,1,29-1129.02,Music Therapists,29-1129,"Therapists, All Other",3245
29-1126.00,Respiratory Therapists,0,29-1126.00,Respiratory Therapists,29-1126,Respiratory Therapists,3220
29-1127.00,Speech-Language Pathologists,1,29-1127.00,Speech-Language Pathologists,29-1127,Speech-Language Pathologists,3230
29-1128.00,Exercise Physiologists,0,29-1128.00,Exercise Physiologists,29-1128,Exercise Physiologists,3235
29-1131.00,Veterinarians,0,29-1131.00,Veterinarians,29-1131,Veterinarians,3250
29-1141.00,Registered Nurses,0,29-1141.00,Registered Nurses,29-1141,Registered Nurses,3255
29-1141.01,Acute Care Nurses,0,29-1141.01,Acute Care Nurses,29-1141,Registered Nurses,3255
29-1141.02,Advanced Practice Psychiatric Nurses,0,29-1141.02,Advanced Practice Psychiatric Nurses,29-1141,Registered Nurses,3255
29-1141.03,Critical Care Nurses,0,29-1141.03,Critical Care Nurses,29-1141,Registered Nurses,3255
29-1141.04,Clinical Nurse Specialists,0,29-1141.04,Clinical Nurse Specialists,29-1141,Registered Nurses,3255
29-1151.00,Nurse Anesthetists,0,29-1151.00,Nurse Anesthetists,29-1151,Nurse Anesthetists,3256
29-1161.00,Nurse Midwives,0,29-1161.00,Nurse Midwives,29-1161,Nurse Midwives,3257
29-1171.00,Nurse Practitioners,0,29-1171.00,Nurse Practitioners,29-1171,Nurse Practitioners,3258
29-1181.00,Audiologists,0,29-1181.00,Audiologists,29-1181,Audiologists,3140
29-1199.01,Acupuncturists,0,29-1291.00,Acupuncturists,29-1291,Acupuncturists,3260
29-1199.04,Naturopathic Physicians,0,29-1299.01,Naturopathic Physicians,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",3260
29-1199.05,Orthoptists,0,29-1299.02,Orthoptists,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",3260
29-2011.00,Medical and Clinical Laboratory Technologists,0,29-2011.00,Medical and Clinical Laboratory Technologists,29-2011,Medical and Clinical Laboratory Technologists,3300
29-2011.01,Cytogenetic Technologists,0,29-2011.01,Cytogenetic Technologists,29-2011,Medical and Clinical Laboratory Technologists,3300
29-2011.02,Cytotechnologists,0,29-2011.02,Cytotechnologists,29-2011,Medical and Clinical Laboratory Technologists,3300
29-2011.03,Histotechnologists and Histologic Technicians,0,29-2011.04,Histotechnologists,29-2011,Medical and Clinical Laboratory Technologists,3300
29-2011.03,Histotechnologists and Histologic Technicians,0,29-2012.01,Histology Technicians,29-2012,Medical and Clinical Laboratory Technicians,3300
29-2012.00,Medical and Clinical Laboratory Technicians,0,29-2012.00,Medical and Clinical Laboratory Technicians,29-2012,Medical and Clinical Laboratory Technicians,3300
29-2021.00,Dental Hygienists,0,29-1292.00,Dental Hygienists,29-1292,Dental Hygienists,3310
29-2031.00,Cardiovascular Technologists and Technicians,0,29-2031.00,Cardiovascular Technologists and Technicians,29-2031,Cardiovascular Technologists and Technicians,3320
29-2032.00,Diagnostic Medical Sonographers,0,29-2032.00,Diagnostic Medical Sonographers,29-2032,Diagnostic Medical Sonographers,3320
29-2033.00,Nuclear Medicine Technologists,0,29-2033.00,Nuclear Medicine Technologists,29-2033,Nuclear Medicine Technologists,3320
29-2034.00,Radiologic Technologists,0,29-2034.00,Radiologic Technologists and Technicians,29-2034,Radiologic Technologists and Technicians,3320
29-2035.00,Magnetic Resonance Imaging Technologists,0,29-2035.00,Magnetic Resonance Imaging Technologists,29-2035,Magnetic Resonance Imaging Technologists,3320
29-2041.00,Emergency Medical Technicians and Paramedics,0,29-2042.00,Emergency Medical Technicians,29-2042,Emergency Medical Technicians,3400
29-2041.00,Emergency Medical Technicians and Paramedics,0,29-2043.00,Paramedics,29-2043,Paramedics,3400
29-2051.00,Dietetic Technicians,0,29-2051.00,Dietetic Technicians,29-2051,Dietetic Technicians,3420
29-2052.00,Pharmacy Technicians,0,29-2052.00,Pharmacy Technicians,29-2052,Pharmacy Technicians,3420
29-2053.00,Psychiatric Technicians,0,29-2053.00,Psychiatric Technicians,29-2053,Psychiatric Technicians,3420
29-2054.00,Respiratory Therapy Technicians,0,29-2099.00,"Health Technologists and Technicians, All Other",29-2099,"Health Technologists and Technicians, All Other",3535
29-2055.00,Surgical Technologists,0,29-2055.00,Surgical Technologists,29-2055,Surgical Technologists,3420
29-2056.00,Veterinary Technologists and Technicians,0,29-2056.00,Veterinary Technologists and Technicians,29-2056,Veterinary Technologists and Technicians,3420
29-2057.00,Ophthalmic Medical Technicians,0,29-2057.00,Ophthalmic Medical Technicians,29-2057,Ophthalmic Medical Technicians,3420
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0,29-2061.00,Licensed Practical and Licensed Vocational Nurses,29-2061,Licensed Practical and Licensed Vocational Nurses,3500
29-2071.00,Medical Records and Health Information Technicians,1,29-2072.00,Medical Records Specialists,29-2072,Medical Records Specialists,3510
29-2071.00,Medical Records and Health Information Technicians,1,29-9021.00,Health Information Technologists and Medical Registrars,29-9021,Health Information Technologists and Medical Registrars,3540
29-2081.00,"Opticians, Dispensing",0,29-2081.00,"Opticians, Dispensing",29-2081,"Opticians, Dispensing",3520
29-2091.00,Orthotists and Prosthetists,0,29-2091.00,Orthotists and Prosthetists,29-2091,Orthotists and Prosthetists,3535
29-2092.00,Hearing Aid Specialists,0,29-2092.00,Hearing Aid Specialists,29-2092,Hearing Aid Specialists,3535
29-2099.01,Neurodiagnostic Technologists,0,29-2099.01,Neurodiagnostic Technologists,29-2099,"Health Technologists and Technicians, All Other",3535
29-2099.05,Ophthalmic Medical Technologists,0,29-2099.05,Ophthalmic Medical Technologists,29-2099,"Health Technologists and Technicians, All Other",3535
29-2099.06,Radiologic Technicians,0,29-2034.00,Radiologic Technologists and Technicians,29-2034,Radiologic Technologists and Technicians,3320
29-2099.07,Surgical Assistants,0,29-9093.00,Surgical Assistants,29-9093,Surgical Assistants,3540
29-9011.00,Occupational Health and Safety Specialists,0,19-5011.00,Occupational Health and Safety Specialists,19-5011,Occupational Health and Safety Specialists,3540
29-9012.00,Occupational Health and Safety Technicians,0,19-5012.00,Occupational Health and Safety Technicians,19-5012,Occupational Health and Safety Technicians,3540
29-9091.00,Athletic Trainers,1,29-9091.00,Athletic Trainers,29-9091,Athletic Trainers,3540
29-9092.00,Genetic Counselors,1,29-9092.00,Genetic Counselors,29-9092,Genetic Counselors,3540
29-9099.01,Midwives,0,29-9099.01,Midwives,29-9099,"Healthcare Practitioners and Technical Workers, All Other",3540
31-1011.00,Home Health Aides,0,31-1121.00,Home Health Aides,31-1121,Home Health Aides,3600
31-1013.00,Psychiatric Aides,0,31-1133.00,Psychiatric Aides,31-1133,Psychiatric Aides,3600
31-1014.00,Nursing Assistants,0,31-1131.00,Nursing Assistants,31-1131,Nursing Assistants,3600
31-1015.00,Orderlies,0,31-1132.00,Orderlies,31-1132,Orderlies,3600
31-2011.00,Occupational Therapy Assistants,0,31-2011.00,Occupational Therapy Assistants,31-2011,Occupational Therapy Assistants,3610
31-2012.00,Occupational Therapy Aides,0,31-2012.00,Occupational Therapy Aides,31-2012,Occupational Therapy Aides,3610
31-2021.00,Physical Therapist Assistants,0,31-2021.00,Physical Therapist Assistants,31-2021,Physical Therapist Assistants,3620
31-2022.00,Physical Therapist Aides,0,31-2022.00,Physical Therapist Aides,31-2022,Physical Therapist Aides,3620
31-9011.00,Massage Therapists,0,31-9011.00,Massage Therapists,31-9011,Massage Therapists,3630
31-9091.00,Dental Assistants,0,31-9091.00,Dental Assistants,31-9091,Dental Assistants,3640
31-9092.00,Medical Assistants,0,31-9092.00,Medical Assistants,31-9092,Medical Assistants,3645
31-9093.00,Medical Equipment Preparers,0,31-9093.00,Medical Equipment Preparers,31-9093,Medical Equipment Preparers,3655
31-9094.00,Medical Transcriptionists,1,31-9094.00,Medical Transcriptionists,31-9094,Medical Transcriptionists,3646
31-9095.00,Pharmacy Aides,0,31-9095.00,Pharmacy Aides,31-9095,Pharmacy Aides,3647
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,3648
31-9097.00,Phlebotomists,0,31-9097.00,Phlebotomists,31-9097,Phlebotomists,3649
31-9099.01,Speech-Language Pathology Assistants,1,31-9099.01,Speech-Language Pathology Assistants,31-9099,"Healthcare Support Workers, All Other",3655
31-9099.02,Endoscopy Technicians,0,31-9099.02,Endoscopy Technicians,31-9099,"Healthcare Support Workers, All Other",3655
33-1011.00,First-Line Supervisors of Correctional Officers,0,33-1011.00,First-Line Supervisors of Correctional Officers,33-1011,First-Line Supervisors of Correctional Officers,3700
33-1012.00,First-Line Supervisors of Police and Detectives,0,33-1012.00,First-Line Supervisors of Police and Detectives,33-1012,First-Line Supervisors of Police and Detectives,3710
33-1021.01,Municipal Fire Fighting and Prevention Supervisors,0,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,3720
33-1021.02,Forest Fire Fighting and Prevention Supervisors,0,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,3720
33-2011.01,Municipal Firefighters,0,33-2011.00,Firefighters,33-2011,Firefighters,3740
33-2011.02,Forest Firefighters,0,33-2011.00,Firefighters,33-2011,Firefighters,3740
33-2021.01,Fire Inspectors,0,33-2021.00,Fire Inspectors and Investigators,33-2021,Fire Inspectors and Investigators,3750
33-2021.02,Fire Investigators,0,33-2021.00,Fire Inspectors and Investigators,33-2021,Fire Inspectors and Investigators,3750
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0,33-2022.00,Forest Fire Inspectors and Prevention Specialists,33-2022,Forest Fire Inspectors and Prevention Specialists,3750
33-3011.00,Bailiffs,0,33-3011.00,Bailiffs,33-3011,Bailiffs,3800
33-3012.00,Correctional Officers and Jailers,0,33-3012.00,Correctional Officers and Jailers,33-3012,Correctional Officers and Jailers,3800
33-3021.01,Police Detectives,0,33-3021.00,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,3820
33-3021.02,Police Identification and Records Officers,0,33-3021.02,Police Identification and Records Officers,33-3021,Detectives and Criminal Investigators,3820
33-3021.03,Criminal Investigators and Special Agents,0,33-3021.00,Detectives and Criminal Investigators,33-3021,Detectives and Criminal Investigators,3820
33-3021.05,Immigration and Customs Inspectors,0,33-3051.04,Customs and Border Protection Officers,33-3051,Police and Sheriff's Patrol Officers,3850
33-3021.06,Intelligence Analysts,1,33-3021.06,Intelligence Analysts,33-3021,Detectives and Criminal Investigators,3820
33-3031.00,Fish and Game Wardens,0,33-3031.00,Fish and Game Wardens,33-3031,Fish and Game Wardens,3830
33-3041.00,Parking Enforcement Workers,0,33-3041.00,Parking Enforcement Workers,33-3041,Parking Enforcement Workers,3840
33-3051.01,Police Patrol Officers,0,33-3051.00,Police and Sheriff's Patrol Officers,33-3051,Police and Sheriff's Patrol Officers,3850
33-3051.03,Sheriffs and Deputy Sheriffs,0,33-3051.00,Police and Sheriff's Patrol Officers,33-3051,Police and Sheriff's Patrol Officers,3850
33-3052.00,Transit and Railroad Police,0,33-3052.00,Transit and Railroad Police,33-3052,Transit and Railroad Police,3860
33-9011.00,Animal Control Workers,0,33-9011.00,Animal Control Workers,33-9011,Animal Control Workers,3900
33-9021.00,Private Detectives and Investigators,1,33-9021.00,Private Detectives and Investigators,33-9021,Private Detectives and Investigators,3910
33-9031.00,Gaming Surveillance Officers and Gaming Investigators,1,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,33-9031,Gambling Surveillance Officers and Gambling Investigators,3930
33-9032.00,Security Guards,0,33-9032.00,Security Guards,33-9032,Security Guards,3930
33-9091.00,Crossing Guards,0,33-9091.00,Crossing Guards and Flaggers,33-9091,Crossing Guards and Flaggers,3940
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3955
33-9093.00,Transportation Security Screeners,0,33-9093.00,Transportation Security Screeners,33-9093,Transportation Security Screeners,3945
33-9099.02,Retail Loss Prevention Specialists,1,33-9099.02,Retail Loss Prevention Specialists,33-9099,"Protective Service Workers, All Other",3955
35-1011.00,Chefs and Head Cooks,0,35-1011.00,Chefs and Head Cooks,35-1011,Chefs and Head Cooks,4000
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,4010
35-2011.00,"Cooks, Fast Food",0,35-2011.00,"Cooks, Fast Food",35-2011,"Cooks, Fast Food",4020
35-2012.00,"Cooks, Institution and Cafeteria",0,35-2012.00,"Cooks, Institution and Cafeteria",35-2012,"Cooks, Institution and Cafeteria",4020
35-2013.00,"Cooks, Private Household",1,35-2013.00,"Cooks, Private Household",35-2013,"Cooks, Private Household",4020
35-2014.00,"Cooks, Restaurant",0,35-2014.00,"Cooks, Restaurant",35-2014,"Cooks, Restaurant",4020
35-2015.00,"Cooks, Short Order",0,35-2015.00,"Cooks, Short Order",35-2015,"Cooks, Short Order",4020
35-2021.00,Food Preparation Workers,0,35-2021.00,Food Preparation Workers,35-2021,Food Preparation Workers,4030
35-3011.00,Bartenders,0,35-3011.00,Bartenders,35-3011,Bartenders,4040
35-3021.00,"Combined Food Preparation and Serving Workers, Including Fast Food",0,35-3023.00,Fast Food and Counter Workers,35-3023,Fast Food and Counter Workers,4040
35-3022.00,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",0,35-3023.00,Fast Food and Counter Workers,35-3023,Fast Food and Counter Workers,4040
35-3022.01,Baristas,0,35-3023.01,Baristas,35-3023,Fast Food and Counter Workers,4040
35-3031.00,Waiters and Waitresses,0,35-3031.00,Waiters and Waitresses,35-3031,Waiters and Waitresses,4110
35-3041.00,"Food Servers, Nonrestaurant",0,35-3041.00,"Food Servers, Nonrestaurant",35-3041,"Food Servers, Nonrestaurant",4120
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,0,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,4130
35-9021.00,Dishwashers,0,35-9021.00,Dishwashers,35-9021,Dishwashers,4140
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4150
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,4200
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",0,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4210
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",0,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4220
37-2012.00,Maids and Housekeeping Cleaners,0,37-2012.00,Maids and Housekeeping Cleaners,37-2012,Maids and Housekeeping Cleaners,4230
37-2021.00,Pest Control Workers,0,37-2021.00,Pest Control Workers,37-2021,Pest Control Workers,4240
37-3011.00,Landscaping and Groundskeeping Workers,0,37-3011.00,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,4250
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",0,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",4250
37-3013.00,Tree Trimmers and Pruners,0,37-3013.00,Tree Trimmers and Pruners,37-3013,Tree Trimmers and Pruners,4250
39-1011.00,Gaming Supervisors,0,39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013,First-Line Supervisors of Gambling Services Workers,4300
39-1012.00,Slot Supervisors,0,39-1013.00,First-Line Supervisors of Gambling Services Workers,39-1013,First-Line Supervisors of Gambling Services Workers,4300
39-1021.00,First-Line Supervisors of Personal Service Workers,1,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",4320
39-1021.00,First-Line Supervisors of Personal Service Workers,1,39-1022.00,First-Line Supervisors of Personal Service Workers,39-1022,First-Line Supervisors of Personal Service Workers,4320
39-1021.00,First-Line Supervisors of Personal Service Workers,1,53-1044.00,First-Line Supervisors of Passenger Attendants,53-1044,First-Line Supervisors of Passenger Attendants,9000
39-1021.01,Spa Managers,0,11-9179.02,Spa Managers,11-9179,"Personal Service Managers, All Other",0425
39-2011.00,Animal Trainers,0,39-2011.00,Animal Trainers,39-2011,Animal Trainers,4340
39-2021.00,Nonfarm Animal Caretakers,0,39-2021.00,Animal Caretakers,39-2021,Animal Caretakers,4350
39-3011.00,Gaming Dealers,1,39-3011.00,Gambling Dealers,39-3011,Gambling Dealers,4400
39-3012.00,Gaming and Sports Book Writers and Runners,0,39-3012.00,Gambling and Sports Book Writers and Runners,39-3012,Gambling and Sports Book Writers and Runners,4400
39-3021.00,Motion Picture Projectionists,0,39-3021.00,Motion Picture Projectionists,39-3021,Motion Picture Projectionists,4430
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",1,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,"Ushers, Lobby Attendants, and Ticket Takers",4420
39-3091.00,Amusement and Recreation Attendants,0,39-3091.00,Amusement and Recreation Attendants,39-3091,Amusement and Recreation Attendants,4430
39-3092.00,Costume Attendants,0,39-3092.00,Costume Attendants,39-3092,Costume Attendants,4430
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",0,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",4430
39-4011.00,Embalmers,0,39-4011.00,Embalmers,39-4011,Embalmers,4460
39-4021.00,Funeral Attendants,0,39-4021.00,Funeral Attendants,39-4021,Funeral Attendants,4460
39-4031.00,"Morticians, Undertakers, and Funeral Directors",0,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",39-4031,"Morticians, Undertakers, and Funeral Arrangers",4465
39-5011.00,Barbers,0,39-5011.00,Barbers,39-5011,Barbers,4500
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",0,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",4510
39-5091.00,"Makeup Artists, Theatrical and Performance",1,39-5091.00,"Makeup Artists, Theatrical and Performance",39-5091,"Makeup Artists, Theatrical and Performance",4520
39-5092.00,Manicurists and Pedicurists,0,39-5092.00,Manicurists and Pedicurists,39-5092,Manicurists and Pedicurists,4520
39-5093.00,Shampooers,0,39-5093.00,Shampooers,39-5093,Shampooers,4520
39-5094.00,Skincare Specialists,0,39-5094.00,Skincare Specialists,39-5094,Skincare Specialists,4520
39-6011.00,Baggage Porters and Bellhops,0,39-6011.00,Baggage Porters and Bellhops,39-6011,Baggage Porters and Bellhops,4530
39-6012.00,Concierges,0,39-6012.00,Concierges,39-6012,Concierges,4530
39-7011.00,Tour Guides and Escorts,0,39-7011.00,Tour Guides and Escorts,39-7011,Tour Guides and Escorts,4540
39-7012.00,Travel Guides,0,39-7012.00,Travel Guides,39-7012,Travel Guides,4540
39-9011.00,Childcare Workers,1,39-9011.00,Childcare Workers,39-9011,Childcare Workers,4600
39-9011.01,Nannies,1,39-9011.01,Nannies,39-9011,Childcare Workers,4600
39-9021.00,Personal Care Aides,0,31-1122.00,Personal Care Aides,31-1122,Personal Care Aides,4610
39-9031.00,Fitness Trainers and Aerobics Instructors,0,39-9031.00,Exercise Trainers and Group Fitness Instructors,39-9031,Exercise Trainers and Group Fitness Instructors,4620
39-9032.00,Recreation Workers,1,39-9032.00,Recreation Workers,39-9032,Recreation Workers,4620
39-9041.00,Residential Advisors,1,39-9041.00,Residential Advisors,39-9041,Residential Advisors,4640
41-1011.00,First-Line Supervisors of Retail Sales Workers,0,41-1011.00,First-Line Supervisors of Retail Sales Workers,41-1011,First-Line Supervisors of Retail Sales Workers,4700
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,1,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,41-1012,First-Line Supervisors of Non-Retail Sales Workers,4710
41-2011.00,Cashiers,0,41-2011.00,Cashiers,41-2011,Cashiers,4720
41-2012.00,Gaming Change Persons and Booth Cashiers,0,41-2012.00,Gambling Change Persons and Booth Cashiers,41-2012,Gambling Change Persons and Booth Cashiers,4720
41-2021.00,Counter and Rental Clerks,0,41-2021.00,Counter and Rental Clerks,41-2021,Counter and Rental Clerks,4740
41-2022.00,Parts Salespersons,0,41-2022.00,Parts Salespersons,41-2022,Parts Salespersons,4750
41-2031.00,Retail Salespersons,0,41-2031.00,Retail Salespersons,41-2031,Retail Salespersons,4760
41-3011.00,Advertising Sales Agents,0,41-3011.00,Advertising Sales Agents,41-3011,Advertising Sales Agents,4800
41-3021.00,Insurance Sales Agents,1,41-3021.00,Insurance Sales Agents,41-3021,Insurance Sales Agents,4810
41-3031.01,"Sales Agents, Securities and Commodities",1,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",4820
41-3031.02,"Sales Agents, Financial Services",1,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",4820
41-3031.03,Securities and Commodities Traders,1,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",4820
41-3041.00,Travel Agents,0,41-3041.00,Travel Agents,41-3041,Travel Agents,4830
41-3099.01,Energy Brokers,1,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",41-3031,"Securities, Commodities, and Financial Services Sales Agents",4820
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",1,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4850
41-4011.07,Solar Sales Representatives and Assessors,1,41-4011.07,Solar Sales Representatives and Assessors,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4850
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",1,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",4850
41-9011.00,Demonstrators and Product Promoters,0,41-9011.00,Demonstrators and Product Promoters,41-9011,Demonstrators and Product Promoters,4900
41-9012.00,Models,1,41-9012.00,Models,41-9012,Models,4900
41-9021.00,Real Estate Brokers,1,41-9021.00,Real Estate Brokers,41-9021,Real Estate Brokers,4920
41-9022.00,Real Estate Sales Agents,0,41-9022.00,Real Estate Sales Agents,41-9022,Real Estate Sales Agents,4920
41-9031.00,Sales Engineers,1,41-9031.00,Sales Engineers,41-9031,Sales Engineers,4930
41-9041.00,Telemarketers,1,41-9041.00,Telemarketers,41-9041,Telemarketers,4940
41-9091.00,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers",0,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4950
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,1,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,43-1011,First-Line Supervisors of Office and Administrative Support Workers,5000
43-2011.00,"Switchboard Operators, Including Answering Service",1,43-2011.00,"Switchboard Operators, Including Answering Service",43-2011,"Switchboard Operators, Including Answering Service",5010
43-2021.00,Telephone Operators,0,43-2021.00,Telephone Operators,43-2021,Telephone Operators,5020
43-3011.00,Bill and Account Collectors,1,43-3011.00,Bill and Account Collectors,43-3011,Bill and Account Collectors,5100
43-3021.01,Statement Clerks,0,43-3021.00,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,5110
43-3021.02,"Billing, Cost, and Rate Clerks",1,43-3021.00,Billing and Posting Clerks,43-3021,Billing and Posting Clerks,5110
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",5120
43-3041.00,Gaming Cage Workers,0,43-3041.00,Gambling Cage Workers,43-3041,Gambling Cage Workers,5130
43-3051.00,Payroll and Timekeeping Clerks,1,43-3051.00,Payroll and Timekeeping Clerks,43-3051,Payroll and Timekeeping Clerks,5140
43-3061.00,Procurement Clerks,1,43-3061.00,Procurement Clerks,43-3061,Procurement Clerks,5150
43-3071.00,Tellers,0,43-3071.00,Tellers,43-3071,Tellers,5160
43-4011.00,Brokerage Clerks,1,43-4011.00,Brokerage Clerks,43-4011,Brokerage Clerks,5200
43-4021.00,Correspondence Clerks,1,43-4021.00,Correspondence Clerks,43-4021,Correspondence Clerks,5210
43-4031.01,Court Clerks,1,43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",5220
43-4031.02,Municipal Clerks,0,43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",5220
43-4031.03,License Clerks,0,43-4031.00,"Court, Municipal, and License Clerks",43-4031,"Court, Municipal, and License Clerks",5220
43-4041.01,Credit Authorizers,1,43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",5230
43-4041.02,Credit Checkers,1,43-4041.00,"Credit Authorizers, Checkers, and Clerks",43-4041,"Credit Authorizers, Checkers, and Clerks",5230
43-4051.00,Customer Service Representatives,1,43-4051.00,Customer Service Representatives,43-4051,Customer Service Representatives,5240
43-4051.03,Patient Representatives,0,29-2099.08,Patient Representatives,29-2099,"Health Technologists and Technicians, All Other",3535
43-4061.00,"Eligibility Interviewers, Government Programs",0,43-4061.00,"Eligibility Interviewers, Government Programs",43-4061,"Eligibility Interviewers, Government Programs",5250
43-4071.00,File Clerks,1,43-4071.00,File Clerks,43-4071,File Clerks,5260
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4081,"Hotel, Motel, and Resort Desk Clerks",5300
43-4111.00,"Interviewers, Except Eligibility and Loan",1,43-4111.00,"Interviewers, Except Eligibility and Loan",43-4111,"Interviewers, Except Eligibility and Loan",5310
43-4121.00,"Library Assistants, Clerical",0,43-4121.00,"Library Assistants, Clerical",43-4121,"Library Assistants, Clerical",5320
43-4131.00,Loan Interviewers and Clerks,0,43-4131.00,Loan Interviewers and Clerks,43-4131,Loan Interviewers and Clerks,5330
